"gene","Dim.1","Dim.2","Dim.3"
"ABHD8",0.0181026435167003,0.0408726118107884,-0.0931277117854308
"ABI1",0.0534082104684092,0.452548540539275,-0.0960447969894095
"ABI2",0.0635880474198247,0.0735378164427259,0.285235530960682
"ABI3",-2.03582762165364e-15,-6.31421307098546e-15,2.21735937687945e-15
"ABI3BP",0.19351149904569,0.148835342663168,-0.0849092116794141
"ABL1",0.129775793149303,0.0140875833402426,0.172440941755623
"ABL2",0.0593870678553288,0.0174224820012378,0.109512872358219
"ABLIM1",0.182756361288586,0.391383400517312,-0.0864540105784572
"ABLIM2",0.225307548262156,0.294300091591673,-0.0788847401926229
"ABLIM3",0.174475470392392,0.199512458202119,-0.0843406399994012
"ABO",-2.32044147343814e-15,-6.40611746282006e-15,2.55282091037497e-15
"ABR",0.148222952821724,0.381987279903639,-0.0842682615852933
"ABRA",0.0545022564412637,0.264388656947757,-0.0284223108645021
"ABRACL",-0.108229459872123,-0.181968085459399,0.352339034986942
"ABT1",1.162584806895e-15,3.06949914585897e-15,-1.18871338250956e-15
"ABTB1",0.295146037806769,0.194411229476323,0.098286971038374
"ABTB2",0.261355606211921,0.0387727022949037,0.0852072454083746
"ACAA1",0.186572912439814,0.0431522785796876,-0.00281020324844585
"ACAA2",0.14157489518227,-0.0632506058461531,-0.0350081264270301
"ACACA",0.089022801068436,0.274842630117486,0.0565964266677384
"ACACB",0.221605247525172,0.086203653645808,0.11138297077252
"ACAD10",0.146253053964434,-0.0297914149262432,-0.0737799319871702
"ACAD11",0.00702451413189933,0.0573352967130213,-0.0239150974584122
"ACAD8",0.114847337303252,0.123735326924372,-0.00449270568687273
"ACAD9",0.191234031595551,0.200428672287507,0.00185396489583067
"ACADL",0.22264349678043,0.0828390280359218,-0.127664845650078
"ACADM",0.153303708688148,0.219158604795668,0.011455923862148
"ACADS",-1.26729314465259e-15,-3.16138271043058e-15,1.62080918615982e-15
"ACADSB",0.151378749266589,0.332722019697443,-0.0245812149211277
"ACADVL",0.155248256339478,0.242852623092368,-0.196198388155731
"ACAN",0.688434221124578,-0.134916360409278,0.00656063912407715
"ACAP1",0.453332992354524,-0.111052628674967,0.0761454979706649
"ACAP2",-0.00322936990412658,0.21448379050149,0.00947248805526047
"ACAP3",0.0129579137254934,0.0569135485723661,-0.0268933894865818
"ACAT1",0.119137067714123,0.390706172632372,0.0511926458639298
"ACAT2",-0.0256729681060386,-0.156808614032004,0.442901441379282
"ACBD3",0.0805865592844298,0.0779834227100465,-0.0171317767390134
"ACBD4",0.0316653477214722,0.132928488296348,-0.137360304474909
"ACBD5",0.0288830016951774,0.222695858613768,0.0218520504702477
"ACBD6",0.121657768422429,0.17184027463965,-0.0267820510520541
"ACBD7",-0.0152305979602872,-0.0402579233962798,0.00888837199204719
"ACCS",0.32756202923307,-0.0622203028591952,-0.00629584829689969
"ACCSL",-5.63216890372653e-16,-1.32302736650677e-15,1.27692253914175e-15
"ACD",0.174175260937766,0.211313160503562,0.016619134242588
"ACE",0.706453370891587,-0.100784827298312,0.0832699935317368
"ACE2",-0.0255360901402453,-0.0622618121693842,0.0515996067355908
"ACER1",-6.07589197636928e-16,-1.28527098720078e-15,1.23357994952253e-15
"ACER2",0.0414689811175098,0.145340933969905,0.0789039865918199
"ACER3",0.00391112527202754,0.0737145325581727,-0.00364481158363193
"ACHE",0.255410218451708,0.150559101843794,-0.0201201417605856
"ACIN1",0.0668634298693944,0.090232861630018,0.192875845147227
"ACKR2",-0.0060094648475627,0.0194093892611987,0.0645231694263229
"ACKR3",-0.0115798003592958,0.0293841651171953,0.148364946543526
"ACKR4",0.0357745033114603,0.156755418294358,-0.000844352260401278
"ACLY",-0.0270315413848334,-0.0742956199899859,0.0424546613768683
"ACMSD",0.163674155725327,-0.0331558704296725,0.0665882616605645
"ACO1",0.18480668705023,0.323682206684933,-0.0691588724060555
"ACO2",0.121398321343387,0.282463533684257,0.227487407677534
"ACOT1",-0.0417909883126987,-0.0250801753413774,0.119744756483076
"ACOT11",0.28720772789629,0.124006191055946,-0.125463212147842
"ACOT12",0.342420451957587,-0.165886430916455,0.0223242797331546
"ACOT13",0.131778198834463,0.172938107199916,0.203724299210927
"ACOT2",-0.0695891683048032,-0.0812619471114176,0.151273989012568
"ACOT4",0.0373716399519606,0.204399278334423,-0.0236305014858835
"ACOT6",0.0335105594940846,0.15323345893886,-0.148985361397205
"ACOT7",-0.00197869871125928,0.428491040845227,0.228826815882047
"ACOT8",0.0593008369289226,0.365673401033507,0.168853596134376
"ACOT9",0.0302618627483158,0.185550530414152,-0.0676423900342057
"ACOX1",-0.0160848026404878,0.147371851418187,0.20929918457851
"ACOX2",0.366796078911433,0.00837677206183918,-0.0411446720930632
"ACOX3",0.154645417484571,0.0436686386818022,0.126306521287579
"ACOXL",0.445434759092361,-0.0128040243790719,0.0311435621935699
"ACP1",-0.0329005385676161,0.263045094659986,0.22141749198585
"ACP2",0.228397535919171,0.148462729946567,0.0157047125933185
"ACP5",0.959004761431761,-0.269437517606183,0.0223639413105489
"ACP6",0.0229207596709293,0.0940558933412777,-0.0551156495069684
"ACR",-6.68599021768151e-16,-1.48881160565288e-15,1.45304741449106e-15
"ACRBP",-0.0184032034439178,-0.0199468740443882,0.0463965716485044
"ACRV1",-0.0213471941661957,-0.03103368614687,-0.0279903748385584
"ACSBG1",0.0185231271959754,0.0734555455900976,0.134572498971925
"ACSBG2",0.49037318993625,-0.208321546796801,0.035959413668676
"ACSF2",0.459080950222476,-0.11730560021208,0.0978433743044839
"ACSF3",0.30034761536723,0.0829065428347313,0.00201333957312127
"ACSL1",0.170695125330698,0.215376822904109,-0.036609375710091
"ACSL3",0.122765990843129,0.427573311258735,-0.0515185828259162
"ACSL4",0.115742056275186,0.336990321610345,0.164690029841583
"ACSL5",0.00350160664990356,0.0347980940496368,-0.0256933044505383
"ACSL6",0.192008743541375,0.53851638143581,-0.310821831603491
"ACSM1",0.499447685279833,-0.0864326937815255,0.00301485034568709
"ACSM2A",0.505903841955108,-0.142881195755251,-0.0477462675778178
"ACSM2B",0.673931829655503,-0.189967613837287,-0.0340789840692114
"ACSM3",0.00236892987158498,0.0233603670916561,-0.102934406847138
"ACSM4",0.959004761431762,-0.269437517606182,0.0223639413105484
"ACSM5",0.678507419365879,-0.172798711943238,0.0103923535913157
"ACSS1",0.256048625425904,0.0585792572262365,-0.0452135490192736
"ACSS2",0.208131365820773,0.142742596674148,-0.0245618609492794
"ACSS3",1.45231458040733e-16,4.01986912640986e-16,-2.60231561119401e-17
"ACTA1",0.0173645172419062,0.0859833886361376,-0.018064430078529
"ACTA2",0.327285644447397,-0.0135613029539852,0.025543111076998
"ACTB",-0.256195368501489,0.0505229760206377,0.624353498492877
"ACTBL2",-3.3237361135321e-16,-1.09688273593397e-15,-1.43520698569486e-16
"ACTC1",0.349483614548388,0.0256919800984056,-0.0576187990649074
"ACTG1",-2.00997352860744e-16,-3.22460830431683e-16,2.40569047076761e-16
"ACTG2",0.959004761431762,-0.269437517606183,0.0223639413105486
"ACTL10",0.029161835374205,0.138552071541017,0.0545414698979458
"ACTL6A",-0.0131102932892937,-0.0207949770147344,0.121558479347937
"ACTL6B",-0.000401857089965799,0.19707569623636,-0.00107951212143978
"ACTL7A",2.76549888313835e-17,-6.25607164869486e-16,-2.53026660906934e-15
"ACTL7B",0.959004761431761,-0.269437517606183,0.0223639413105514
"ACTL8",0.959004761431761,-0.269437517606184,0.0223639413105484
"ACTL9",-2.01598752378854e-16,-3.40764949450406e-16,6.10460680545395e-16
"ACTN1",0.265411618301984,0.254584048117373,-0.162962376823969
"ACTN2",0.151773923644351,-0.0763088458594901,0.068993697573872
"ACTN3",0.69619569276521,-0.114786467258436,0.017071605007984
"ACTN4",0.165836534627016,-0.0736444561063825,0.110003038057758
"ACTR10",0.133729417634485,0.322949167691664,0.169054944912967
"ACTR1A",-0.0119264311173146,0.263525305750078,0.263297814056319
"ACTR1B",0.165053270681782,0.0806561418621169,-0.0119312038906729
"ACTR2",0.115166013181003,0.382671584819374,0.155541728883429
"ACTR3",0.00690774016212867,-0.0276999828034922,0.29191537329313
"ACTR3B",-0.0298526498735282,0.0637154641386346,0.121740131157708
"ACTR3C",0.275309665017682,0.161239067360235,0.0577637324790146
"ACTR5",0.00144408676695003,0.0588484242918382,-0.109966432799956
"ACTR6",-0.00956647736160899,0.255778528144643,0.171539217404382
"ACTR8",0.105170232299596,0.081263874101415,0.228301323645572
"ACTRT1",0,0,0
"ACTRT2",0,0,0
"ACTRT3",0.0336756147870974,0.139038252945735,0.0213228455907085
"ACVR1",0.17817405599711,0.0645792356806878,-0.0679681888671577
"ACVR1B",0.150973149694168,0.1241459059678,-0.0569868499763775
"ACVR1C",0.166522494883511,0.0947249458699839,0.163616645182016
"ACVR2A",0.0205755103360313,0.0665064337020351,0.223051372708278
"ACVR2B",0.0233283509700192,-0.125948815292724,0.0248464421021435
"ACVRL1",0.959004761431762,-0.269437517606181,0.0223639413105476
"ACY1",0.445458729260761,-0.00427182634939771,0.014628590243667
"ACY3",0.0248073166734609,0.103883249202123,0.0352835985700385
"ACYP1",0.138888061456691,0.329266813906124,-0.00338054895310482
"ACYP2",0.201111207419909,0.508556700311723,-0.0591317568076281
"ADA",-0.0111596012393895,-0.0503500456753799,0.0167356201597002
"ADAD1",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADAD2",0.0181026435167019,0.0408726118107938,-0.0931277117854323
"ADAL",0.0322284898468562,0.244679698524488,-0.0518510303977721
"ADAM10",0.133905306997379,0.189984273686463,0.116887140653753
"ADAM11",0.227746229154049,0.147315325743883,-0.261773474032371
"ADAM12",0.262902106557904,0.114099042311895,-0.0186705283963699
"ADAM15",0.293703060339785,0.00195683059625297,-0.0658309215817391
"ADAM17",0.0392863284546075,0.235635954492017,-0.00765876558182462
"ADAM18",0,0,0
"ADAM19",0.189892198708517,0.164979728598113,0.0261607717990465
"ADAM2",0,0,0
"ADAM20",0.0444065147470234,0.286290190819483,-0.169749551591924
"ADAM21",0.0368397699472111,0.169129338086311,-0.0718008455837447
"ADAM22",0.212338770617658,0.387578601369695,-0.185130928566523
"ADAM23",0.21591384143844,0.253728437376002,-0.0970905464187544
"ADAM28",0.274828045251611,-0.119113999722592,0.0221491357288948
"ADAM29",0.420832800587236,-0.0607006046356541,0.0750211447166631
"ADAM30",0,0,0
"ADAM32",0.25599698809946,0.246990597348655,-0.106638790309479
"ADAM33",0.225481625246652,0.217052369536092,-0.161199315046479
"ADAM7",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADAM8",0.468219551298209,-0.0358064710939155,0.0062117766877903
"ADAM9",0.220459099949123,0.285614409148286,-0.0140521148450767
"ADAMDEC1",0.687000231355542,-0.171873391405113,-0.0267554877768909
"ADAMTS1",0.179663473820175,0.149529385867679,-0.0408462451871648
"ADAMTS10",-0.0241176218648539,-0.0745174529362638,0.0269892636169496
"ADAMTS12",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADAMTS13",0,0,0
"ADAMTS14",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADAMTS15",0.462844755224216,-0.0775418172595657,-0.000671829604098628
"ADAMTS16",0.0395856746863583,0.0958054135804326,-0.165361828698531
"ADAMTS17",0.300270356685801,0.106588173969138,-0.135905302215654
"ADAMTS18",0.466708093307017,-0.0551119918813174,0.0391413158293264
"ADAMTS19",0.143139659955704,0.131400546666198,0.0567649843397434
"ADAMTS2",0.484398464948663,-0.0187227224682773,0.113458152496595
"ADAMTS20",0.394398415667599,-0.143937741587182,-0.105893871673114
"ADAMTS3",0.173014008541753,-0.0174292968398692,-0.0601733309082759
"ADAMTS4",0.254890930809597,0.0294546207168276,-0.0885480931136319
"ADAMTS5",0.277366427376303,-0.0511425508851972,0.0666967525416849
"ADAMTS6",0.160725311754016,0.155606880476127,-0.0661621924650621
"ADAMTS7",0.5654027243988,-0.151171766643952,0.0597204144134681
"ADAMTS8",0.0511915149297857,0.187735657513879,-0.036722245377019
"ADAMTS9",0.193586332044559,0.0395040303812304,0.0128748350249849
"ADAMTSL1",0.369271906849246,-0.0237749319807018,-0.0188061818904763
"ADAMTSL2",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADAMTSL3",0.192313467630076,0.0181641458607426,-0.123018750462146
"ADAMTSL4",0.00156121858310187,0.0443803643366874,-0.000958762402996423
"ADAMTSL5",-0.00210872162520218,0.00897215565217965,-0.0728908026533654
"ADAP1",-0.0165727368053102,-0.0379961451481763,-0.129370312132659
"ADAP2",0.0469658075900559,0.190026205990567,0.090248860962041
"ADAR",0.0724456558988004,0.281355400150157,0.214359461687958
"ADARB1",0.149018265166003,0.139455369737546,-0.0272198681290925
"ADARB2",0.229386783562266,0.201692358214124,-0.105479924701082
"ADAT1",0.12470367020152,0.105625895710697,0.128332934884465
"ADAT2",0.131637506011794,0.12219605131584,0.0426630040642369
"ADAT3",-0.0331362374923972,-0.109852016284925,0.050646049495534
"ADCK1",0.0455813349606343,0.248034421009918,-0.012407323816556
"ADCK2",-0.0102634512693135,0.029575211448249,-0.0204630112837023
"ADCK5",-0.00703090087181358,-0.00543606574037017,-0.0426614577771593
"ADCY1",0.00857883271310327,-0.0460778027084147,0.280987712186021
"ADCY10",0.258596435895734,0.00498888847499875,-0.0909785678961946
"ADCY2",0.217945421967107,0.510741933889299,-0.281302238520387
"ADCY3",0.202368116699886,-0.0225485633286382,0.0291099231605359
"ADCY4",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADCY5",0.165160735134792,0.249134497998761,0.0968223435295675
"ADCY6",0.161138942648707,0.11801570141916,0.0107867883311806
"ADCY7",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADCY8",0.148861263307136,0.103968192743257,-0.223453934657788
"ADCY9",0.19464905816896,0.0333116791986495,-0.043158366191732
"ADCYAP1",-0.0184206263039398,0.0190516090172552,0.211348213269248
"ADCYAP1R1",0.117932991634844,0.326023105470901,-0.077805006511621
"ADD1",0.0742716095383781,0.256502281933156,0.075882315113441
"ADD2",0,0,0
"ADD3",0.16476948629262,0.478472293158344,-0.214009603922397
"ADGB",0.674987150833389,-0.20757004073493,-0.0749723292073344
"ADH1A",0.552851553098897,-0.138466589841965,0.0573231133621254
"ADH1B",0,0,0
"ADH1C",0,0,0
"ADH4",0.00555731275951428,0.0273961102450768,0.0738249459883352
"ADH5",0.0916987017672818,0.19942414346589,0.295244213429979
"ADH6",-0.00589892606851197,0.0168488596246454,0.213291968972526
"ADH7",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADHFE1",0.231491575002985,0.236483020005808,-0.154748231976681
"ADI1",0.0272847667069685,0.224067240346734,0.0344871641567532
"ADIG",0,0,0
"ADIPOQ",0.959004761431762,-0.269437517606181,0.0223639413105476
"ADIPOR1",0.0483976911332933,0.341930687741597,0.0365294294600776
"ADIPOR2",0.084372560636229,-0.022972393873373,0.228561030112984
"ADIRF",0,0,0
"ADK",0.125235555704523,0.204416740849943,0.108236080121348
"ADM",0.0449683940607526,0.219468196626869,0.0327689445221096
"ADM2",0.0452925186047317,0.132730231563055,0.165342216369438
"ADM5",0,0,0
"ADNP",-0.0957578547675546,-0.147674829583894,0.511416620597631
"ADNP2",-0.0104407121724176,0.111998906011849,0.103704874774793
"ADO",0.130046381108479,-0.0126383688634621,0.0684230810683279
"ADORA1",0.0165897806898008,0.101023497880266,0.0137885480336733
"ADORA2A",0,0,0
"ADORA2B",-0.00415252476757001,0.0409784776355051,0.0268208075566143
"ADORA3",0.0564583099520332,0.13513459403682,-0.0215386551872677
"ADPGK",0.289694044998504,0.0773093144430865,-0.0710662506343661
"ADPRH",0.0139979986899692,0.0547527077084184,-0.0389351877926664
"ADPRHL1",0.0435919076678455,0.20104420249888,0.0995008111615692
"ADPRM",-0.017998521290726,0.0210294785864699,0.125272355172968
"ADRA1A",0.0458612376001645,0.288307787320476,-0.0406402269785005
"ADRA1B",0.027617636857432,0.137588833143435,-0.0734149157636989
"ADRA1D",0.0101089328905311,0.065250891559456,-0.149860287751552
"ADRA2A",-0.141084383596474,-0.323999468682625,0.281249687176919
"ADRA2B",0.0319390131406769,0.126272360404823,0.0574894250252711
"ADRA2C",0.0209408822914197,0.115034002229452,0.0216190492150183
"ADRB1",0.0546551016903154,0.295781382046139,-0.100373274319669
"ADRB2",0.0662653513706075,0.0880673394869982,-0.0962031280722325
"ADRB3",-0.0111181395802108,-0.0407559126482374,-0.135008692438823
"ADRM1",0.0385144712463344,0.270889073413128,0.187146136138973
"ADSL",0.127859422053837,0.215432161103759,0.243436889303606
"ADTRP",0.301907211729146,-0.0666500823603661,0.0650675008070301
"AEBP1",0.304730717404413,-0.10674594613024,-0.00242570071372689
"AEBP2",0.100404072006369,0.234595057250636,0.123934466347047
"AEN",0.137599723817611,0.114221782594179,0.0588740202303321
"AFAP1",0.145284063992401,0.280492087463805,-0.064245774646854
"AFAP1L1",0.565300222071901,-0.0987858601376298,-0.0101683605511952
"AFAP1L2",0.190039330794834,0.224973012901547,-0.157778932229597
"AFF1",0.367386680941287,0.206413731042525,0.116199762439325
"AFF2",0,0,0
"AFF3",-0.0023496020060207,-0.0979511948640559,0.223334669103951
"AFF4",0.0813804325286113,0.206372253280091,-0.0372743223517003
"AFG3L2",0.0342634543633245,0.253088666973775,-0.0667696409252695
"AFM",0.959004761431762,-0.269437517606181,0.0223639413105476
"AFMID",0.146924274188681,0.136256177561454,0.0801595119690259
"AFP",0.959004761431762,-0.269437517606181,0.0223639413105476
"AFTPH",0.012782808663775,0.333349889749536,0.120014091976559
"AGA",0.000651495506316751,0.0796102040531843,0.184992108095874
"AGAP1",0.0844800903099678,0.162427913315508,0.263694818566324
"AGAP2",0.228741258837921,0.189864925382982,-0.0271683773742851
"AGAP3",0.132441873175222,0.194370890814715,0.11665809317971
"AGAP4",0.000109187120352502,0.00198992300972254,-0.125778428264147
"AGAP5",0.00195723892519981,0.0341751100821456,-0.0428895571661539
"AGAP6",0,0,0
"AGAP9",-0.00507793723084685,-0.0126706919346369,-0.190861442458709
"AGBL1",0.559629019687252,-0.108436378340398,-0.0496013873248875
"AGBL2",0.390717320561385,-0.0202154597053222,0.0039228643553605
"AGBL3",0.166238735877059,0.165654519755985,-0.140293507228523
"AGBL4",0.0769954627808986,0.379090435153933,-0.13966754133448
"AGBL5",0.167812056093974,0.0677135612932884,0.042437715904724
"AGER",0,0,0
"AGFG1",0.0990179922618494,0.107302156913097,-0.0172116929417465
"AGFG2",0.252783267842363,0.0300887568708489,-0.114915050264806
"AGGF1",0.0326055896203038,0.289891468490154,0.0307077399116096
"AGK",0.181822349890457,0.278367207362065,0.134572340825163
"AGL",0.0542104787108,0.411341681061154,-0.0624591715146713
"AGMAT",0.0519667779484868,0.215893313572253,0.115529937457769
"AGMO",-0.000408225714037514,0.0187931063174051,-0.108942567610178
"AGO1",0.0438807951430892,0.0334711428483276,0.179177910417821
"AGO2",0.143043317393529,-0.0248556413164697,-0.0255946232516625
"AGO3",0.126981833864298,0.110426132847598,0.0791226935016997
"AGO4",0.162985844644621,0.109841969693871,0.116459285745326
"AGPAT1",0.000698115138138268,0.0171836993893267,0.0463095811993811
"AGPAT2",0,0,0
"AGPAT3",0.197810751679262,0.325755911772242,-0.0503347573599066
"AGPAT4",0.0964483505468555,0.0880848480449663,0.106546401363443
"AGPAT5",0.104753656352843,0.0955930126974258,0.106882453898584
"AGPS",0.138063241075459,0.254412310349843,0.110959532050238
"AGR2",0.273733273894309,0.0353567790166191,0.0114980537078158
"AGR3",0,0,0
"AGRN",0.666958244911695,-0.219202532891918,0.0448691091766996
"AGRP",0,0,0
"AGT",0.0402207862747116,0.212071855739117,-0.0536817104628134
"AGTPBP1",0.0932541806276746,0.225590552410251,0.0787275619732926
"AGTR1",0.440216956399094,0.0458709712120435,0.171099678765895
"AGTR2",0,0,0
"AGTRAP",0.703784562001236,-0.104351774002131,0.0560610602318056
"AGXT",0.959004761431762,-0.269437517606181,0.0223639413105476
"AGXT2",0.0230430789697133,0.0844117663986877,-0.0298113564550002
"AHCTF1",0.154019184117616,0.223674913812442,-0.0449431210844091
"AHCY",0.0349951115959112,0.239357492261777,0.28563965787343
"AHCYL1",0.151120339432929,0.366911248728226,-0.0384081196464199
"AHCYL2",0.136599852439805,0.150687159189994,0.135389092042947
"AHDC1",-0.013442593834736,0.0424906997085991,0.00846083340242038
"AHI1",0.195455724458896,0.543202119905252,-0.410579400741978
"AHNAK",0.355797468079694,0.119663376824378,0.126111885529452
"AHNAK2",0.192767061564734,0.201835927671255,0.148285076188565
"AHR",0.00503381720339048,0.10608013271924,-0.0432368367778476
"AHRR",0.0153489689855687,0.12477563967884,-0.130960801831738
"AHSA1",0.135444128182567,0.209861331107066,0.244844051971429
"AHSG",0,0,0
"AHSP",0,0,0
"AICDA",0.450736131550035,-0.154606906599799,-0.0681125595867698
"AIDA",0.197320052247072,0.24284467096141,0.124606643755152
"AIF1",0,0,0
"AIF1L",0.350096158673602,-0.185434218768411,0.0434823633106136
"AIFM1",0.0331530821355347,0.228850380110213,0.120798222991384
"AIFM2",0.0154599182128966,0.0819205366208637,-0.0142088563411369
"AIFM3",0.30092315245444,-0.013272947309476,-0.258357739352547
"AIG1",0.124462631890761,0.327409329434424,0.0673546509094049
"AIM2",-0.0383095378038919,-0.067375983171177,0.168400228646104
"AIMP1",0.144427315621814,0.133112878325188,0.109486590130066
