"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.86684376230694e-41,2.26266616910361,0.907,0.268,1.33326638488951e-36,"0","SYNPR"
4.17243272559419e-40,1.96172587360071,0.963,0.346,8.10119538001369e-36,"0","GABRB2"
1.25430142490089e-38,2.09552681466686,0.935,0.33,2.43535164658757e-34,"0","GABRA1"
1.94345764829973e-38,1.8570636009592,0.972,0.4,3.77341736993876e-34,"0","GAD1"
1.30871111419309e-36,2.25668821048319,0.869,0.254,2.5409934993173e-32,"0","GAD2"
1.46995701178371e-36,2.51061327560307,0.785,0.155,2.85406853407925e-32,"0","ENTPD3"
2.6559281840831e-36,2.30315370377073,0.822,0.192,5.15675016221574e-32,"0","IGF1"
3.22055952686919e-36,2.32115699586867,0.869,0.225,6.25303837736922e-32,"0","CKMT1B"
6.4758506891614e-36,2.01057285142209,0.907,0.358,1.25735116980758e-31,"0","NRIP3"
1.69056002274295e-35,2.53715470830665,0.794,0.197,3.2823913401577e-31,"0","CALB2"
1.26264735560611e-34,2.14359174569457,0.888,0.296,2.45155610564482e-30,"0","KCNC2"
2.90370959388809e-34,1.84690230035363,0.953,0.358,5.63784254749311e-30,"0","GABRG2"
3.57323442732374e-33,1.47981460091764,0.991,0.468,6.93779196409177e-29,"0","NRXN3"
1.00255552117944e-32,3.31289883867171,0.626,0.107,1.946561799922e-28,"0","ABTB3"
2.53907163355053e-32,2.11540885405204,0.86,0.301,4.9298614837017e-28,"0","CCK"
9.74376635647225e-32,1.9313808775852,0.879,0.358,1.89184967577265e-27,"0","VSTM2A"
3.07064338574401e-31,2.10672825822012,0.86,0.262,5.96196119776056e-27,"0","SLC12A5"
1.82460190656981e-30,1.83656180091826,0.916,0.352,3.54264706179595e-26,"0","TMEM130"
2.05393810346024e-30,1.71605499598697,0.925,0.439,3.98792622167841e-26,"0","ZNF385D"
2.68692159815124e-30,1.76319246214474,0.907,0.361,5.21692697497044e-26,"0","VSNL1"
3.832563837532e-30,1.5063805836217,0.963,0.487,7.44130594695213e-26,"0","SCG2"
8.65841938849654e-30,1.90974363631685,0.85,0.273,1.68111870847049e-25,"0","CIT"
4.4518674008532e-29,2.771019200695,0.645,0.124,8.64374574549657e-25,"0","FAM153A"
1.10727163367692e-28,1.90120041274926,0.916,0.369,2.14987860394711e-24,"0","SCN1A"
3.29629746720997e-28,1.4268888936276,0.953,0.473,6.40009116233488e-24,"0","CNTNAP2"
3.34462610474901e-28,1.83827819101869,0.869,0.307,6.49392604498067e-24,"0","CHGB"
4.70621001061696e-28,2.12373727437951,0.738,0.192,9.13757735661388e-24,"0","DLX1"
4.90977725289285e-28,1.89283958659935,0.832,0.296,9.53282351421675e-24,"0","CAMK2A"
6.48699011122194e-28,1.47241334709465,0.944,0.411,1.25951399999485e-23,"0","UNC80"
8.76520035692828e-28,2.09161208771343,0.804,0.282,1.70185130130119e-23,"0","INPP4B"
2.01350056767614e-27,2.00942997771084,0.832,0.251,3.9094127022e-23,"0","SYP"
3.00477415652126e-27,1.88188039559348,0.85,0.279,5.83406950230168e-23,"0","SEZ6L2"
5.65282857442123e-27,2.83969493803355,0.598,0.121,1.09755319600963e-22,"0","VWC2"
5.73203639205108e-27,1.69288474143283,0.869,0.304,1.11293218588064e-22,"0","RAB3C"
1.04747471120293e-26,1.88281437559929,0.813,0.315,2.03377689927162e-22,"0","RGS12"
1.08737709801267e-26,1.71039526452202,0.879,0.341,2.11125137350141e-22,"0","KCNJ3"
1.22468853853861e-26,1.46076296169874,0.953,0.383,2.37785526642656e-22,"0","GPRASP1"
1.78967464179422e-26,1.62369984581016,0.888,0.372,3.47483228450765e-22,"0","STEAP2"
2.23963178374359e-26,1.97258611005396,0.785,0.251,4.34846907131655e-22,"0","PCSK2"
2.27002244793305e-26,1.68123434856385,0.86,0.38,4.40747558490681e-22,"0","NAP1L5"
2.86998367184015e-26,2.87479358342955,0.561,0.101,5.57236029724485e-22,"0","PCP4L1"
1.25333216971125e-25,1.79242985107915,0.822,0.307,2.43346974071137e-21,"0","PARM1"
1.31360006915479e-25,1.92097769084817,0.822,0.296,2.55048589427093e-21,"0","NEK10"
1.61530420575012e-25,1.64680657204389,0.869,0.369,3.13627464588444e-21,"0","SNX10"
3.20989774400889e-25,1.83884632176398,0.822,0.313,6.23233745976766e-21,"0","KCNB1"
4.19087111523406e-25,1.79893605634274,0.794,0.279,8.13699535733845e-21,"0","RCAN2"
5.10093476148959e-25,2.5292876726027,0.598,0.124,9.90397493290819e-21,"0","KCNIP2"
5.12930693226987e-25,1.90465957290169,0.776,0.231,9.95906233969518e-21,"0","SYN1"
1.3000068782534e-24,1.74575894608115,0.832,0.293,2.5240933548168e-20,"0","MAP7D2"
1.62571208398769e-24,2.24244229196461,0.682,0.2,3.15648258227049e-20,"0","RASGRF1"
3.07839670899064e-24,2.63253463847471,0.523,0.09,5.97701505017623e-20,"0","SLC32A1"
3.11817325761141e-24,2.1036367765195,0.701,0.197,6.05424519697831e-20,"0","DGKB"
4.45876239908231e-24,1.65490660217568,0.86,0.313,8.65713307405821e-20,"0","CHD5"
5.08601273690965e-24,3.10596995171699,0.477,0.07,9.87500232998377e-20,"0","SYTL5"
5.72360536586269e-24,1.89268409298774,0.748,0.225,1.1112952178359e-19,"0","FRMPD4"
6.61914773141377e-24,1.38673139521025,0.935,0.445,1.2851737235313e-19,"0","GABBR2"
6.77462048001928e-24,1.24654495725391,0.972,0.549,1.31536031240054e-19,"0","PNMA2"
7.95493317843945e-24,1.44470185713486,0.944,0.423,1.5445298259258e-19,"0","RIMS2"
1.07870563579603e-23,1.57428382745739,0.869,0.332,2.09441486246157e-19,"0","DNM1"
1.31934843287783e-23,1.82676806632603,0.738,0.223,2.56164691727559e-19,"0","PTPRN"
2.46504672176012e-23,1.43061994947887,0.907,0.456,4.78613471496946e-19,"0","FGF14"
3.1342643009209e-23,1.41481060461533,0.879,0.346,6.08548756666802e-19,"0","CAMK2B"
3.5279515069391e-23,2.43791782455418,0.607,0.146,6.84987064587296e-19,"0","RPH3A"
4.32901030771798e-23,1.83626296823587,0.813,0.313,8.40520641346522e-19,"0","FAM153CP"
4.67138289388954e-23,1.67267087682135,0.86,0.363,9.06995702677593e-19,"0","STXBP5L"
7.60849903681089e-23,1.40761440572792,0.888,0.389,1.4772661729872e-18,"0","THY1"
1.1191347253883e-22,1.72657721362528,0.766,0.254,2.17291198281392e-18,"0","SULT4A1"
1.17988229546554e-22,1.86750862531699,0.72,0.225,2.29085946487588e-18,"0","LASP1NB"
2.03858377499575e-22,2.26183659158919,0.71,0.273,3.95811425753176e-18,"0","VIP"
3.7541599662722e-22,2.57362480320289,0.589,0.146,7.2890769905141e-18,"0","CORO6"
4.94288859952674e-22,2.46907238448968,0.673,0.239,9.59711250484111e-18,"0","CDH9"
5.39431063304574e-22,1.19130924896917,0.953,0.493,1.04735935251216e-17,"0","SLC4A10"
5.92398140519294e-22,3.25572307937081,0.458,0.076,1.15020022963226e-17,"0","ANK1"
5.99169805945489e-22,1.2485490386072,0.944,0.448,1.16334809522376e-17,"0","SV2A"
5.99651354353164e-22,1.26201644163892,0.925,0.487,1.1642830696121e-17,"0","NAP1L3"
8.15187788415022e-22,1.3260518544555,0.916,0.38,1.58276860998661e-17,"0","SPOCK2"
9.08202373039475e-22,1.44632086076805,0.907,0.473,1.76336572749345e-17,"0","CHRM3"
1.03546629124538e-21,1.50388219128448,0.832,0.358,2.01046135108202e-17,"0","FABP3"
1.79736788319444e-21,2.45897247475021,0.533,0.113,3.48976948201033e-17,"0","LRRC39"
2.01332048094007e-21,1.34519697738042,0.879,0.473,3.90906304579323e-17,"0","AP1S2"
2.36841660695106e-21,1.09990898828883,0.963,0.513,4.59851768405618e-17,"0","ARL4C"
2.65071097293965e-21,1.24341837000797,0.935,0.499,5.14662042505963e-17,"0","GRIK2"
2.84598026666828e-21,1.84567602431441,0.757,0.318,5.52575528576313e-17,"0","CPLX2"
4.24534838651943e-21,1.37511356874946,0.869,0.369,8.24276842726612e-17,"0","ABCA5"
4.32474457175089e-21,1.20379982085183,0.972,0.499,8.39692406051152e-17,"0","CELF4"
6.56493744860943e-21,1.87543670447338,0.551,0.118,1.27464825502201e-16,"0","DLX6"
6.68319647989062e-21,1.81707670218084,0.71,0.242,1.29760942853556e-16,"0","GALNT17"
7.03479967147262e-21,1.117114517968,0.991,0.58,1.36587670421312e-16,"0","SCN2A"
7.50594788797916e-21,1.7928448248045,0.729,0.239,1.45735484193003e-16,"0","ADARB2"
7.97539154499436e-21,1.58388540104138,0.804,0.338,1.5485020223761e-16,"0","KIAA1217"
8.32441932470811e-21,1.6591206549631,0.794,0.293,1.61626925608533e-16,"0","ATP1A3"
1.31391275150224e-20,0.981217181706103,0.963,0.569,2.55109299831675e-16,"0","ERBB4"
1.35500937597597e-20,1.3278999077112,0.888,0.431,2.63088620439495e-16,"0","GUCY1B1"
1.49920166144037e-20,1.36740659608765,0.869,0.383,2.91084994585261e-16,"0","NAPB"
1.51526664741709e-20,1.26428275202296,0.907,0.411,2.94204172262503e-16,"0","GOT1"
1.90861976433498e-20,1.40151357674902,0.822,0.31,3.70577613443279e-16,"0","RIPOR2"
2.37635651245985e-20,1.20078509376046,0.944,0.431,4.61393380459205e-16,"0","SNTG1"
3.76925752004885e-20,1.39243581044356,0.813,0.344,7.31839040092685e-16,"0","B4GAT1"
5.8269736733144e-20,2.32605866056891,0.561,0.144,1.13136520841072e-15,"0","COL21A1"
7.46732380425033e-20,1.67026680503122,0.748,0.256,1.44985558983324e-15,"0","SLC7A14"
7.46869158872787e-20,1.12162052269146,0.953,0.532,1.4501211588674e-15,"0","SLC22A17"
7.91767053808115e-20,1.79258665504161,0.701,0.242,1.53729491167384e-15,"0","RIMBP2"
7.92189510730062e-20,1.39866984482365,0.822,0.332,1.53811515403349e-15,"0","PTPRN2"
8.08069170334248e-20,1.38578846655617,0.832,0.327,1.56894710112098e-15,"0","ZNF536"
8.53637601131123e-20,1.1908516583514,0.925,0.437,1.65742276635619e-15,"0","TSPYL2"
9.32023009462886e-20,1.26069217648498,0.879,0.394,1.80961587517314e-15,"0","SLC2A13"
1.20887390877723e-19,2.51283582829186,0.486,0.099,2.34714958128188e-15,"0","SLC10A4"
1.31197374009908e-19,2.10916362379837,0.617,0.194,2.54732821377638e-15,"0","ZCCHC12"
1.37285246751604e-19,2.63796878370521,0.449,0.079,2.66553035092915e-15,"0","RASD2"
1.40039731138183e-19,2.66865116019058,0.495,0.113,2.71901141977897e-15,"0","PTHLH"
1.44547657027317e-19,1.5091310104976,0.785,0.332,2.80653730884238e-15,"0","PAM"
1.4833132175885e-19,1.62100507088339,0.738,0.265,2.88000094326983e-15,"0","GRIK1"
1.96842185126441e-19,2.41841387436707,0.514,0.121,3.82188786641498e-15,"0","PNMA3"
1.98287005169147e-19,1.75085467338873,0.701,0.248,3.84994049236415e-15,"0","ST8SIA5"
2.41997026579151e-19,2.70536677403525,0.449,0.082,4.6986142680608e-15,"0","TLE2"
2.46784081956253e-19,0.908374522677334,0.981,0.662,4.79155973526261e-15,"0","SNAP25"
3.13052047175601e-19,1.56909947856561,0.701,0.225,6.07821854796146e-15,"0","PCDH8"
3.33677492798076e-19,1.51314813907466,0.822,0.406,6.47868220016745e-15,"0","RNF175"
5.22920449568166e-19,0.867444932152887,1,0.766,1.01530234488155e-14,"0","ATP1B1"
5.55181513621887e-19,0.905203633299986,1,0.701,1.07794042684826e-14,"0","AHI1"
6.59248577815167e-19,2.09020059819315,0.607,0.18,1.27999703868593e-14,"0","SLC6A17"
7.01866867200669e-19,2.33166085564621,0.533,0.138,1.36274470935682e-14,"0","ZMAT4"
7.02524090721006e-19,1.97033174690443,0.598,0.177,1.36402077454391e-14,"0","SCN2B"
7.96584960295157e-19,1.55866053153716,0.71,0.251,1.54664935890908e-14,"0","TUBA4A"
8.66681139345746e-19,2.27902765972025,0.561,0.166,1.6827481001537e-14,"0","SUSD4"
8.71030614879119e-19,1.47707621340422,0.813,0.361,1.6911930418493e-14,"0","CACNG8"
9.43782075700782e-19,1.25209691955678,0.879,0.411,1.83244727818064e-14,"0","NSF"
1.1599739181878e-18,1.27460235730056,0.841,0.349,2.25220535955344e-14,"0","MAGEE1"
1.17433934200365e-18,1.21040249535357,0.935,0.47,2.28009726643429e-14,"0","FRRS1L"
1.28934847832736e-18,2.08926946259556,0.551,0.141,2.5033990055204e-14,"0","CKMT1A"
1.3133324742936e-18,1.45102296388892,0.729,0.245,2.54996633208844e-14,"0","SYNGR3"
1.43383566606413e-18,1.57499567084902,0.729,0.29,2.78393532923012e-14,"0","RAB3A"
1.94821789648979e-18,1.88471079584081,0.692,0.256,3.78265986782457e-14,"0","UPP1"
2.03481183219678e-18,1.30257423765417,0.832,0.383,3.95079065339327e-14,"0","SCN8A"
2.39159463403728e-18,2.39443124949646,0.467,0.096,4.64352014144679e-14,"0","NECAB2"
2.50294082678426e-18,1.25642089944246,0.85,0.355,4.85970990928431e-14,"0","TCEAL5"
2.71845805378823e-18,2.07953056370765,0.542,0.138,5.27815815723523e-14,"0","CHGA"
2.97707689943209e-18,1.44903603817806,0.785,0.315,5.78029250793735e-14,"0","CPEB1"
4.57718180507298e-18,3.06336552655281,0.364,0.054,8.88705619272969e-14,"0","PNOC"
4.96844418061887e-18,1.56817782741602,0.785,0.366,9.6467312210896e-14,"0","B4GALT6"
5.135547959668e-18,1.35002721128119,0.822,0.372,9.9711799184914e-14,"0","ZBTB16"
5.16518544395963e-18,2.48486260063283,0.495,0.118,1.0028724057992e-13,"0","GRIN1"
5.70196664789956e-18,1.75852708629828,0.654,0.225,1.10709384435618e-13,"0","SPINT2"
5.92067568441512e-18,1.57474739657322,0.757,0.29,1.14955839088604e-13,"0","CACNA1B"
6.45926406452592e-18,3.98699840617167,0.299,0.028,1.25413071076835e-13,"0","CHRNA2"
7.03031465948838e-18,1.62608007129293,0.729,0.307,1.36500589428626e-13,"0","ADRA1A"
1.2389074625267e-17,3.22607181619817,0.383,0.068,2.40546272924184e-13,"0","TAC3"
1.42724401059318e-17,2.30585471135055,0.495,0.121,2.77113697096772e-13,"0","GALNTL6"
1.46592604577258e-17,1.17619276822391,0.916,0.459,2.84624201047205e-13,"0","SERPINI1"
1.61361427867193e-17,1.03183185021465,0.953,0.532,3.13299348346942e-13,"0","MAGI1"
1.65366544006031e-17,1.66502435793972,0.682,0.245,3.21075681842109e-13,"0","ST8SIA3"
1.68166113474918e-17,2.35147625992975,0.477,0.113,3.26511325922901e-13,"0","CHRM1"
1.68616127127035e-17,1.24799195026506,0.832,0.375,3.27385072429852e-13,"0","NCDN"
2.46770505601869e-17,1.40119308626539,0.738,0.304,4.79129613676588e-13,"0","MOAP1"
2.65160252456358e-17,2.02240322517203,0.589,0.203,5.14835146169265e-13,"0","PLD5"
2.843593742653e-17,1.573818875836,0.748,0.346,5.52112161073507e-13,"0","NT5C1A"
3.04699260110527e-17,1.78570414085618,0.589,0.175,5.916040834306e-13,"0","DIRAS3"
3.20764180303526e-17,0.985280479774892,0.991,0.611,6.22795732477326e-13,"0","SLC6A1"
3.67675665123571e-17,1.16966800130332,0.879,0.417,7.13879071403926e-13,"0","FBXO44"
4.03970945863875e-17,1.7166243138031,0.617,0.2,7.843499884893e-13,"0","HOOK1"
4.06886319335827e-17,2.11623890474171,0.551,0.172,7.90010477622441e-13,"0","CNTN5"
4.31569115215842e-17,1.75531941257161,0.682,0.265,8.37934594103078e-13,"0","LPCAT4"
5.39795970894598e-17,1.42712796487586,0.748,0.304,1.04806785708895e-12,"0","GABRA4"
5.93512713566616e-17,1.52490196809301,0.71,0.259,1.15236428466094e-12,"0","SPRYD3"
6.18693465762938e-17,2.10437438402623,0.514,0.135,1.20125523312532e-12,"0","CYP4X1"
6.19528844766601e-17,2.52674192576398,0.439,0.096,1.20287720499883e-12,"0","CRH"
6.34646711364434e-17,1.7087834860287,0.682,0.293,1.23223005478519e-12,"0","CACNA1D"
6.86288504163912e-17,1.21871440843693,0.86,0.437,1.33249775968465e-12,"0","KCND3"
6.94280109715896e-17,1.49982923797662,0.738,0.321,1.34801426102438e-12,"0","CREG2"
7.19388723088943e-17,2.09938574300272,0.57,0.177,1.39676514474949e-12,"0","KCNT1"
7.44114370158201e-17,1.14687594271217,0.841,0.439,1.44477246109916e-12,"0","ELAVL2"
7.64514862041901e-17,1.90236079196895,0.607,0.223,1.48438205614055e-12,"0","HPCAL4"
7.71924480706618e-17,1.21084822874028,0.935,0.527,1.49876857173997e-12,"0","TCEAL2"
8.35954807507711e-17,2.26275283873634,0.598,0.211,1.62308985425697e-12,"0","CPNE7"
8.90589465453386e-17,1.91458758189964,0.598,0.192,1.72916850612429e-12,"0","KCNC1"
1.25906750348795e-16,2.29380275420612,0.439,0.093,2.4446054647722e-12,"0","PKIB"
1.3318320413094e-16,0.965304094480317,0.925,0.583,2.58588509140632e-12,"0","OXR1"
1.3448985688261e-16,1.20447429808742,0.85,0.377,2.61125506123276e-12,"0","ATP2B2"
1.59204545973738e-16,1.03629040148605,0.935,0.496,3.09111546462609e-12,"0","OLFM1"
1.66030657495649e-16,1.46648420404765,0.701,0.273,3.22365124593552e-12,"0","C2orf80"
1.75781048908958e-16,1.5381713083451,0.542,0.146,3.41296484561632e-12,"0","PIP5K1B"
1.81100114448816e-16,1.93088623002231,0.523,0.146,3.51623982213822e-12,"0","GRIP2"
2.04301054203801e-16,1.31460276183025,0.748,0.31,3.96670926842101e-12,"0","HPRT1"
2.04582475546132e-16,1.31553018568392,0.757,0.29,3.9721733452037e-12,"0","FBXL16"
2.41939384120753e-16,1.89674243026796,0.542,0.155,4.69749508208854e-12,"0","GPR158"
2.43708545243381e-16,1.56326052595345,0.729,0.299,4.73184511444548e-12,"0","CACNA1A"
2.96608729005196e-16,0.942129061139899,0.944,0.606,5.75895508236488e-12,"0","SAMD12"
2.97751756277974e-16,1.75930979383399,0.654,0.265,5.78114809989314e-12,"0","NAP1L2"
3.28788142799996e-16,1.45616025078503,0.486,0.118,6.38375058060473e-12,"0","DLX5"
3.35671099252337e-16,2.097400401768,0.523,0.155,6.51739006308337e-12,"0","CNNM1"
3.38247900278692e-16,1.61596957784526,0.626,0.211,6.56742123181109e-12,"0","AMPD2"
3.41549893276126e-16,0.987144241587076,0.897,0.515,6.63153272784926e-12,"0","PLS3"
4.35536703289178e-16,1.03191734387419,0.897,0.482,8.45638063106269e-12,"0","ATP1A1"
4.4110124088068e-16,1.84163333958122,0.57,0.177,8.56442169293928e-12,"0","CACNG2"
4.55136103589616e-16,1.33351497400245,0.729,0.29,8.83692258729599e-12,"0","PPM1H"
4.6115826819389e-16,0.918320953964044,0.981,0.606,8.95384893525256e-12,"0","BEX2"
4.9580833555323e-16,2.10733555036048,0.561,0.197,9.62661464310151e-12,"0","RELN"
5.15070216822085e-16,1.88909805480998,0.57,0.18,1.00006033298176e-11,"0","DIRAS2"
5.23636306242342e-16,1.60681692097926,0.785,0.386,1.01669225220013e-11,"0","LANCL3"
5.43657103615524e-16,0.947898906604549,0.925,0.521,1.0555646323799e-11,"0","CADPS"
6.58677007702389e-16,1.93215227332993,0.514,0.138,1.27888727815496e-11,"0","ITGA8"
6.61651967954077e-16,1.83163317269165,0.589,0.197,1.28466346097964e-11,"0","RBFOX3"
6.96831006763242e-16,1.01000803093351,0.916,0.566,1.35296708273151e-11,"0","SNAP91"
7.12861227468722e-16,1.48514796805301,0.664,0.248,1.38409135925327e-11,"0","FBN1"
7.1683113621639e-16,1.13245122712823,0.879,0.479,1.39179933407774e-11,"0","GRK3"
7.63162634230696e-16,1.65636975577808,0.645,0.228,1.48175657062232e-11,"0","DMTN"
9.35610659550727e-16,1.84169405581739,0.589,0.197,1.81658165658369e-11,"0","SLC4A3"
9.84451425808591e-16,2.64434472241367,0.439,0.118,1.91141088834996e-11,"0","OPRK1"
1.02215690486542e-15,1.31064075462937,0.776,0.338,1.98461984648669e-11,"0","NALCN"
1.16558150562852e-15,1.91451390247512,0.533,0.149,2.26309305132834e-11,"0","KSR2"
1.18782833661006e-15,1.19225424724347,0.813,0.372,2.30628749836209e-11,"0","PNMA8A"
1.21744691239389e-15,1.37908079023427,0.785,0.352,2.36379492510397e-11,"0","TTC39B"
1.23207461931273e-15,1.37499120682372,0.738,0.358,2.39219608085761e-11,"0","SMIM17"
1.32223123365552e-15,1.45772255198188,0.729,0.321,2.56724416326555e-11,"0","KCTD16"
1.4565740489795e-15,1.57456583159258,0.542,0.152,2.8280841734986e-11,"0","AGBL4"
1.70497327372002e-15,1.28516494485873,0.748,0.315,3.31037610825478e-11,"0","AMPH"
1.83168610739431e-15,1.24618042825191,0.776,0.346,3.55640174611679e-11,"0","GNAL"
1.95033540487924e-15,0.983088225611643,0.897,0.451,3.78677122211353e-11,"0","SRRM4"
2.1561867379805e-15,1.82251930280585,0.533,0.158,4.18645217046294e-11,"0","ZFR2"
2.1894314993985e-15,1.01473507529685,0.907,0.507,4.25100019923212e-11,"0","PURA"
2.2665313063245e-15,1.17602284313741,0.822,0.386,4.40069718435965e-11,"0","ABCC5"
2.34158530621591e-15,0.96534776146598,0.944,0.546,4.54642203054881e-11,"0","OSBPL1A"
2.41953085341762e-15,1.11765977285597,0.85,0.425,4.69776110499564e-11,"0","BEX5"
2.45773386541604e-15,1.95771164310045,0.523,0.158,4.77193607309178e-11,"0","ATP2B3"
3.19430316913276e-15,1.86270232197577,0.523,0.155,6.20205903318817e-11,"0","SGSM1"
3.36322332012679e-15,2.25925413941837,0.393,0.079,6.53003439835817e-11,"0","CALY"
3.43103162807791e-15,1.47309608844646,0.692,0.313,6.66169100907606e-11,"0","SYT17"
3.52498680493367e-15,1.23244727897795,0.766,0.358,6.84411438045922e-11,"0","PROX1"
3.66912335373058e-15,1.37216426558757,0.72,0.304,7.1239699036033e-11,"0","ARHGEF3"
4.11098392094448e-15,0.95227172596997,0.935,0.487,7.98188638090581e-11,"0","CLSTN1"
4.20604815618144e-15,2.02249417927442,0.495,0.144,8.16646310004188e-11,"0","PACSIN1"
4.6481152119206e-15,0.765973786549122,0.981,0.668,9.02478049546504e-11,"0","PREPL"
5.17840904437141e-15,1.61214723728773,0.589,0.192,1.00543990005515e-10,"0","RGS7BP"
5.5907388673513e-15,1.27376945622761,0.757,0.324,1.08549785848493e-10,"0","NRSN2"
5.85531497029122e-15,1.32527987012344,0.729,0.313,1.13686795463174e-10,"0","TMEM59L"
5.9209213924058e-15,1.55653435358747,0.645,0.239,1.14960609754951e-10,"0","KCNQ5"
6.36399243936287e-15,1.1943736761591,0.813,0.363,1.23563277202669e-10,"0","OPCML"
6.99932808392287e-15,1.55564559779948,0.673,0.296,1.35898954077446e-10,"0","KCNT2"
7.42847268636824e-15,0.695262504158678,0.991,0.761,1.44231225678526e-10,"0","ZNF483"
8.44457154347938e-15,1.37870758398882,0.701,0.299,1.63959801088196e-10,"0","GRIN2A"
8.58444195384533e-15,3.1441695166827,0.336,0.062,1.66675524975861e-10,"0","STAT4"
8.71055546170735e-15,1.71125963175388,0.645,0.27,1.6912414484451e-10,"0","MTUS2"
9.8896274036834e-15,1.75489036085642,0.579,0.192,1.92017005669917e-10,"0","CCDC85A"
1.03170241007604e-14,1.02492287763089,0.832,0.318,2.00315339940364e-10,"0","SPOCK3"
1.2951783330278e-14,1.5627016061164,0.607,0.225,2.51471825140677e-10,"0","ICA1"
1.47858335185602e-14,1.77918924321587,0.486,0.132,2.87081743596364e-10,"0","CAMK2N2"
1.59013224921996e-14,1.10960581009827,0.822,0.451,3.08740077508547e-10,"0","FRY"
1.67205162780647e-14,1.32706428228966,0.71,0.307,3.24645544054904e-10,"0","KCNA3"
1.68119139223037e-14,0.869419431927841,0.981,0.589,3.26420120715448e-10,"0","SCG5"
1.81393815080466e-14,1.14384868949732,0.813,0.408,3.52194231360233e-10,"0","GOT2"
1.88364040558494e-14,1.97064805456526,0.523,0.169,3.65727621148373e-10,"0","KRT222"
1.94706055323691e-14,1.57208957076319,0.542,0.169,3.78041277016479e-10,"0","ZNF804A"
1.96448337885376e-14,2.2209471000664,0.393,0.087,3.81424092838246e-10,"0","MINAR1"
2.07225713743829e-14,1.80201484277749,0.598,0.228,4.02349445805019e-10,"0","RAB3B"
2.12322311667833e-14,1.37985420627114,0.692,0.296,4.12245000334264e-10,"0","RGS7"
2.13170380819169e-14,1.73802200142686,0.514,0.152,4.13891611398498e-10,"0","SNCB"
2.16888227700447e-14,1.27227815907319,0.738,0.332,4.21110182903188e-10,"0","SYT16"
2.20364895360729e-14,1.77961176438622,0.561,0.186,4.27860480832391e-10,"0","BEND6"
2.22990149663462e-14,1.30172799422046,0.757,0.355,4.32957674586578e-10,"0","CXCL14"
2.2328180039364e-14,1.82285134183199,0.542,0.18,4.33523943644291e-10,"0","SHFL"
2.24638244007364e-14,1.07404944024827,0.832,0.465,4.36157614564699e-10,"0","CSMD3"
2.39927345596787e-14,1.94470837068494,0.467,0.13,4.65842934210721e-10,"0","RGS4"
2.44819528733757e-14,1.68276263088851,0.589,0.217,4.75341596989462e-10,"0","CDH8"
2.45885761777443e-14,1.05653452494529,0.822,0.392,4.77411795067084e-10,"0","KHDRBS2"
2.5739874715847e-14,2.50159866090084,0.393,0.09,4.99765407482886e-10,"0","PRR16"
2.9767014975678e-14,1.59288024030099,0.617,0.248,5.77956362767763e-10,"0","JAKMIP1"
3.07991436138406e-14,1.89351821392181,0.542,0.18,5.97996172406329e-10,"0","PDE2A"
3.28306104887723e-14,0.994035261715526,0.888,0.532,6.37439133250002e-10,"0","THRB"
4.07061737017563e-14,1.28335724603551,0.729,0.31,7.90351068593301e-10,"0","SYN2"
4.16952667294647e-14,0.873318452046329,0.916,0.544,8.09555298819286e-10,"0","PLCB1"
4.19578286584942e-14,1.03710988026268,0.832,0.442,8.14653201233324e-10,"0","ATP6V0C"
4.25174698140078e-14,1.42554752060404,0.636,0.231,8.25519193908775e-10,"0","RUNDC3A"
4.42162741903714e-14,1.84576655065118,0.505,0.161,8.58503179680251e-10,"0","SLC24A3"
4.51077212243096e-14,1.06423409642423,0.85,0.403,8.75811515291194e-10,"0","MICU3"
4.53527907564507e-14,0.841214732492456,0.944,0.594,8.80569785327247e-10,"0","TARBP1"
4.54343024128272e-14,0.907198100370952,0.935,0.479,8.82152415647453e-10,"0","TAGLN3"
4.72534814700561e-14,1.3889837359241,0.673,0.304,9.17473596222609e-10,"0","GPLD1"
4.73436627207254e-14,1.88660722709782,0.57,0.22,9.19224555385604e-10,"0","GDA"
4.77425337056553e-14,2.12356498117648,0.495,0.161,9.26969034429002e-10,"0","GABRG3"
4.87546827437446e-14,0.749155484415517,0.963,0.654,9.46620920152546e-10,"0","PEG3"
5.05386579166404e-14,2.5314006902946,0.402,0.101,9.8125858210949e-10,"0","RGS8"
5.1696227554927e-14,2.29674862873261,0.402,0.096,1.00373395420646e-09,"0","LGI2"
5.1896962463763e-14,1.07568317319121,0.832,0.425,1.00763142319642e-09,"0","ATP6V1H"
5.23244798753794e-14,0.986282086683145,0.822,0.406,1.01593210126037e-09,"0","GNG3"
5.87969755535154e-14,1.71673390181029,0.542,0.192,1.14160207734706e-09,"0","SLC7A8"
6.34091857770016e-14,1.51366504094003,0.579,0.208,1.23115275104626e-09,"0","UBASH3B"
6.55288385143322e-14,1.16674617706795,0.701,0.296,1.27230792859427e-09,"0","PHTF1"
7.10824967748047e-14,1.48673919828354,0.579,0.211,1.38013775737961e-09,"0","TENM3"
7.8040161787393e-14,1.5869546591846,0.495,0.146,1.51522778126402e-09,"0","COL12A1"
8.19324253871929e-14,1.17509795096563,0.664,0.259,1.59079997131774e-09,"0","ARX"
8.29411798353127e-14,1.23743904959708,0.738,0.346,1.61038594768243e-09,"0","PDE8B"
